distance_bin,P_t_dB,MCS,numerology,protocol_type,num_lanes,success,PIR,cumulative_PRR,cumulative_PIR
20.0,23,11,0,0,2,1.0,0.1,1.0,0.1
40.0,23,11,0,0,2,1.0,0.1,1.0,0.1
60.0,23,11,0,0,2,0.998707453683757,0.1001294219154443,0.9995691512279188,0.1000431406384814
80.0,23,11,0,0,2,0.996984058595433,0.1003025064822817,0.9989228780697976,0.1001079820994315
100.0,23,11,0,0,2,0.993537268418785,0.1006504770164787,0.997845756139595,0.1002164810828409
120.0,23,11,0,0,2,0.9904012079378774,0.1009691821844713,0.9966049981059754,0.100341931266446
140.0,23,11,0,0,2,0.9880284728213976,0.1012116581159262,0.9953797802081786,0.1004661779592289
160.0,23,11,0,0,2,0.9897363872082974,0.1010370046938107,0.9946743560831934,0.1005375313010516
180.0,23,11,0,0,2,0.9897007805724196,0.101040639719575,0.9941217365819964,0.1005934322364431
200.0,23,11,0,0,2,0.9814231395980444,0.1018928492362187,0.9928518768836012,0.1007233739364206
220.0,23,11,0,0,2,0.9727114590128288,0.1028054096345143,0.99102092980444,0.1009126499089746
240.0,23,11,0,0,2,0.9659982563208368,0.1035198555956678,0.9889357070141398,0.1011299170495324
260.0,23,11,0,0,2,0.9584786399302528,0.104332006822058,0.9865928556999946,0.101376231647419
280.0,23,11,0,0,2,0.9481085795268724,0.1054731516614924,0.983843978830486,0.1016688687912814
300.0,23,11,0,0,2,0.9417782130808576,0.1061821123180032,0.9810395944471774,0.1019697516930628
320.0,23,11,0,0,2,0.9342349220198496,0.1070394583236049,0.9781143024204694,0.1022866083574717
340.0,23,11,0,0,2,0.9240974336668116,0.1082136973405507,0.9749368395526072,0.102635260650594
360.0,23,11,0,0,2,0.9155979392743616,0.109218244941937,0.9716402339815936,0.103000982000113
380.0,23,11,0,0,2,0.914088215931534,0.1093986316168527,0.9686111804000114,0.1033377004009941
400.0,23,11,0,0,2,0.9081474939280194,0.1101142718210552,0.9655879960764118,0.1036765289719971
420.0,23,11,0,0,2,0.905252659574468,0.1104663973558575,0.9627148848144144,0.1039998560378953
440.0,23,11,0,0,2,0.899955535793686,0.1111166007905138,0.9598621871316542,0.1043233444357416
460.0,23,11,0,0,2,0.8920093614175861,0.1121064467766116,0.9569120642745208,0.1046617401896924
480.0,23,11,0,0,2,0.887571316702092,0.1126670027728762,0.9540228664590028,0.1049952927973251
10.0,23,11,0,0,4,1.0,0.1,1.0,0.1
20.0,23,11,0,0,4,0.9989452589389304,0.1001055854714391,0.9994726294694652,0.1000527927357195
30.0,23,11,0,0,4,0.9965178854067744,0.1003494282083862,0.9984877147819016,0.1001516712266084
40.0,23,11,0,0,4,0.99656684096551,0.1003444986220055,0.9980074963278036,0.1001998780754577
50.0,23,11,0,0,4,0.996611605252012,0.1003399915002125,0.9977283181126452,0.1002279007604086
60.0,23,11,0,0,4,0.9946549534292972,0.1005373769619579,0.9972160906654208,0.1002794801273335
70.0,23,11,0,0,4,0.9914285714285714,0.100864553314121,0.9963893022030136,0.1003630620111603
80.0,23,11,0,0,4,0.990582508861965,0.1009507023447097,0.9956634530353824,0.100436517052854
90.0,23,11,0,0,4,0.989105716854408,0.1011014275784633,0.9949348156819408,0.1005103960001439
100.0,23,11,0,0,4,0.9857460788469692,0.1014460033327957,0.9940159419984438,0.1006039567334091
110.0,23,11,0,0,4,0.983457929059965,0.1016820313763545,0.9930561226404002,0.1007019635191314
120.0,23,11,0,0,4,0.9825278810408922,0.1017782822550132,0.9921787691737746,0.1007916567471216
130.0,23,11,0,0,4,0.980531914893617,0.1019854616469567,0.99128285730607,0.1008834878932627
140.0,23,11,0,0,4,0.9737038219951027,0.1027006341570085,0.9900272119267154,0.1010132840549588
150.0,23,11,0,0,4,0.9698066989722562,0.1031133318690973,0.9886791777297514,0.1011532872425681
160.0,23,11,0,0,4,0.9677161579031484,0.1033360858794384,0.9873689889905888,0.1012897121573725
170.0,23,11,0,0,4,0.9632650885050116,0.1038135827752255,0.9859511124914372,0.1014381751348932
180.0,23,11,0,0,4,0.9604420243433696,0.1041187260296815,0.9845339409276556,0.1015870946290481
190.0,23,11,0,0,4,0.9530890612463224,0.1049219889998877,0.9828789472602172,0.1017626153854081
200.0,23,11,0,0,4,0.9436355850551332,0.1059731124851097,0.9809167791499628,0.1019731402403932
210.0,23,11,0,0,4,0.9395660326814894,0.1064321149569481,0.9789476959847974,0.1021854723697529
220.0,23,11,0,0,4,0.930153961697334,0.1075090835688332,0.976729798971731,0.1024274546969839
230.0,23,11,0,0,4,0.9225768321513004,0.1083920563741191,0.9743753221534514,0.1026867852046854
240.0,23,11,0,0,4,0.9142105545713212,0.1093839920136238,0.9718684568375292,0.1029658354883912
250.0,23,11,0,0,4,0.9061404927489352,0.1103581627796287,0.9692393382739856,0.1032615285800407
260.0,23,11,0,0,4,0.8994485890366526,0.1111792282726289,0.966555078687934,0.1035660554912941
270.0,23,11,0,0,4,0.8946769913900471,0.1117721825444861,0.963892927306531,0.1038699861228938
280.0,23,11,0,0,4,0.8857437232254216,0.1128994734908779,0.9611018843036342,0.1041924678146075
290.0,23,11,0,0,4,0.8803409522775395,0.1135923527597903,0.9583170245785964,0.1045166017782345
300.0,23,11,0,0,4,0.871666485250898,0.1147227772227772,0.9554286732676732,0.1048568076263859
310.0,23,11,0,0,4,0.8665576451349142,0.1153991319116814,0.952561865908552,0.1051968826033309
320.0,23,11,0,0,4,0.8610534367828653,0.1161368107113395,0.9497022274983742,0.1055387553567062
330.0,23,11,0,0,4,0.8555106057292805,0.116889258099559,0.9468479359296138,0.1058827099852775
340.0,23,11,0,0,4,0.8520324312479457,0.1173664244840223,0.9440592446154472,0.1062204662940641
350.0,23,11,0,0,4,0.8424898362817272,0.1186957939354418,0.941157261520198,0.1065769042266749
360.0,23,11,0,0,4,0.8400928279367886,0.1190344646145751,0.938349916142881,0.1069229475707832
370.0,23,11,0,0,4,0.8347189890256069,0.119800796812749,0.9355490802748464,0.1072709975502958
380.0,23,11,0,0,4,0.8299482499582661,0.1204894401609118,0.9327701110559892,0.1076188513032068
390.0,23,11,0,0,4,0.8219629298794104,0.1216599877742308,0.9299289012822308,0.1079788804434894
400.0,23,11,0,0,4,0.8158484644698498,0.1225717818381645,0.9270768903619212,0.1083437029783563
410.0,23,11,0,0,4,0.8056853363354911,0.1241179347446377,0.9241161207515204,0.1087284403385095
420.0,23,11,0,0,4,0.8047648689943976,0.1242598973349272,0.9212744242811128,0.1090982369336623
430.0,23,11,0,0,4,0.7999317367313271,0.1250106670459394,0.9184525013148388,0.1094682934479013
440.0,23,11,0,0,4,0.7947693010507081,0.1258226756717919,0.915641519490654,0.1098399839529897
450.0,23,11,0,0,4,0.7882211262759491,0.1268679519825391,0.912809955196994,0.1102183832425353
460.0,23,11,0,0,4,0.7858667435823479,0.1272480364090141,0.9100503201618928,0.1105885930939805
470.0,23,11,0,0,4,0.7790515893694633,0.1283612040133779,0.907263113123756,0.11096673375184
480.0,23,11,0,0,4,0.7743998139859327,0.1291322624230596,0.9044951277250514,0.1113451822658237
490.0,23,11,0,0,4,0.7714202049780381,0.1296310355299119,0.9017793129751124,0.1117183629446827
0.0,23,11,0,0,6,1.0,0.1,1.0,0.1
10.0,23,11,0,0,6,0.9995655007603736,0.100043468811128,0.9997827503801868,0.100021734405564
20.0,23,11,0,0,6,0.9970334723206488,0.1002975354149792,0.9988663243603408,0.1001136680753691
30.0,23,11,0,0,6,0.9957533815665304,0.1004264729110725,0.998088088661888,0.1001918692842949
40.0,23,11,0,0,6,0.992858140323578,0.1007193232735236,0.9970420989942262,0.1002973600821407
50.0,23,11,0,0,6,0.9905689264498744,0.100952086553323,0.9959632369035007,0.100406481160671
60.0,23,11,0,0,6,0.988408301384164,0.1011727641906288,0.9948839604007385,0.1005159501649507
70.0,23,11,0,0,6,0.9850935074703407,0.101513205844584,0.9936601537844388,0.1006406071249049
80.0,23,11,0,0,6,0.9789795351421428,0.1021471812334468,0.9920289739352948,0.1008080042480762
90.0,23,11,0,0,6,0.974703671581382,0.1025952839982203,0.9902964436999036,0.1009867322230906
100.0,23,11,0,0,6,0.9678621163619264,0.103320502279692,0.9882569593964512,0.1011988931373271
110.0,23,11,0,0,6,0.9634567074191928,0.1037929356139619,0.9861902717316796,0.1014150633437133
120.0,23,11,0,0,6,0.9559968258766628,0.1046028577639874,0.9838676989736012,0.101660278299119
130.0,23,11,0,0,6,0.9516825788652122,0.1050770521818736,0.981568761823002,0.1019043335764586
140.0,23,11,0,0,6,0.9473108876257106,0.1055619663051004,0.9792849035431826,0.1021481757583681
150.0,23,11,0,0,6,0.9398957577356996,0.1063947774813982,0.9768230819302148,0.1024135883660575
160.0,23,11,0,0,6,0.9333217169077076,0.1071441906777024,0.9742641781053616,0.1026918590902719
170.0,23,11,0,0,6,0.9259286448392308,0.1079996828668833,0.9715788707016876,0.1029867381889725
180.0,23,11,0,0,6,0.9190125276344878,0.1088124448721032,0.9688122210665718,0.1032933543301899
190.0,23,11,0,0,6,0.9074545098806496,0.1101983613626563,0.9657443355072758,0.1036386046818133
200.0,23,11,0,0,6,0.8979850864667619,0.1113604240282685,0.9625177046005846,0.1040063103649778
210.0,23,11,0,0,6,0.8853919239904988,0.1129443326626425,0.9590119873001264,0.1044125841057807
220.0,23,11,0,0,6,0.8740079734714408,0.1144154321645529,0.9553161606119224,0.1048474905431186
230.0,23,11,0,0,6,0.8626765167364017,0.1159183054829297,0.9514561754504424,0.1053087744989441
240.0,23,11,0,0,6,0.8510159842790868,0.1175066060418501,0.947438567803588,0.1057966877606604
250.0,23,11,0,0,6,0.8388263211420393,0.1192141894925909,0.9432611737012208,0.1063127455195808
260.0,23,11,0,0,6,0.8296512723845428,0.1205325699225229,0.9390533995783812,0.1068394056826527
270.0,23,11,0,0,6,0.8192189842884151,0.1220674836861372,0.9347735990323108,0.1073832656113486
280.0,23,11,0,0,6,0.8082374966568602,0.1237260092653871,0.9304102851572952,0.1079468084959706
290.0,23,11,0,0,6,0.7999391565577822,0.1250095075109336,0.9260612475373116,0.1085155651298027
300.0,23,11,0,0,6,0.7899757693701944,0.1265861610916556,0.9216713934028884,0.109098487580185
310.0,23,11,0,0,6,0.7794782722684669,0.1282909396678579,0.9172278583674376,0.1096982517079248
320.0,23,11,0,0,6,0.7666094887457117,0.1304445111468878,0.9126636653485976,0.1103269262363782
330.0,23,11,0,0,6,0.7561848332114963,0.132242800447746,0.9080613467563298,0.1109715107720067
340.0,23,11,0,0,6,0.7443203770960513,0.1343507487866282,0.9033830333374648,0.1116394890009959
350.0,23,11,0,0,6,0.7362644694265603,0.1358207602736623,0.8987408510066063,0.1123111909807922
360.0,23,11,0,0,6,0.7268105105746635,0.1375874434189642,0.8940940850489861,0.1129943329385806
370.0,23,11,0,0,6,0.7232927453993774,0.1382566058294742,0.8895993129529437,0.1136591295936041
380.0,23,11,0,0,6,0.716618979494516,0.1395441690234569,0.8851639197873431,0.1143228485533439
390.0,23,11,0,0,6,0.7093401885175664,0.1409760811790287,0.8807683265055987,0.114989179368986
400.0,23,11,0,0,6,0.6962361461648194,0.1436294288236036,0.8762675416192383,0.1156877220386109
410.0,23,11,0,0,6,0.6920613039247486,0.1444958697053137,0.8718816788169884,0.1163736303163895
420.0,23,11,0,0,6,0.6844899042485861,0.1460941927401795,0.8675237305712117,0.1170648061867102
430.0,23,11,0,0,6,0.6788300540464164,0.1473122755893219,0.8632352379229208,0.1177522486731332
440.0,23,11,0,0,6,0.6706009794407709,0.1491199730775702,0.8589544766233176,0.118449309215454
450.0,23,11,0,0,6,0.6649964507912648,0.1503767424337561,0.8547379978008817,0.1191433838506345
460.0,23,11,0,0,6,0.6606929008130764,0.1513562501987471,0.8506093787160347,0.1198287639857007
470.0,23,11,0,0,6,0.6536675614887906,0.1529829624285476,0.8465064241904671,0.12051947645326
480.0,23,11,0,0,6,0.6499048149695872,0.1538686861470315,0.8424941464512655,0.1212000725694595
490.0,23,11,0,0,6,0.645016269909231,0.1550348489877199,0.8385445889204247,0.1218767680978247
20.0,23,4,0,0,2,1.0,0.1,1.0,0.1
40.0,23,4,0,0,2,0.9930262731106064,0.1007022701290217,0.9965131365553032,0.1003511350645108
60.0,23,4,0,0,2,0.9938371715861174,0.1006201044386423,0.9956211482322412,0.1004407915225546
80.0,23,4,0,0,2,0.9929451832630556,0.100710494079216,0.9949521569899448,0.10050821716172
100.0,23,4,0,0,2,0.9837009406422316,0.1016569120435248,0.9927019137204022,0.1007379561380809
120.0,23,4,0,0,2,0.9821602335387608,0.1018163804491413,0.990944967023462,0.1009176935232577
140.0,23,4,0,0,2,0.9808627959779436,0.1019510582010582,0.9895046568741022,0.1010653170486577
160.0,23,4,0,0,2,0.9779435614661044,0.1022553897180763,0.9880595199481024,0.1012140761323351
180.0,23,4,0,0,2,0.9725916315277328,0.1028180757045189,0.9863408656791725,0.1013922983070221
200.0,23,4,0,0,2,0.9704022056438534,0.1030500543160357,0.9847469996756406,0.1015580739079235
220.0,23,4,0,0,2,0.9649691858579306,0.1036302521008403,0.9829490166013034,0.1017464537436432
240.0,23,4,0,0,2,0.9621310411936426,0.1039359460598398,0.9812141853173316,0.1019289114366596
260.0,23,4,0,0,2,0.9592928965293546,0.1042434488588334,0.9795279323336412,0.1021069527768268
280.0,23,4,0,0,2,0.9563736620175154,0.1045616415126335,0.9778740558824892,0.1022822876865273
300.0,23,4,0,0,2,0.9562925721699644,0.1045705079284321,0.9764352903016544,0.1024348357026543
320.0,23,4,0,0,2,0.9424262082387284,0.1061091034245396,0.9743097226727212,0.1026644774352721
340.0,23,4,0,0,2,0.9233700940642232,0.1082989373847369,0.971313273931045,0.1029959162558289
360.0,23,4,0,0,2,0.910882257541356,0.1097836731060268,0.967955995242729,0.1033730138586176
380.0,23,4,0,0,2,0.9028543626337984,0.1107598347404347,0.9645295935264694,0.1037617939050291
400.0,23,4,0,0,2,0.8825008108984755,0.1133143434714692,0.9604281543950698,0.1042394213833511
420.0,23,4,0,0,2,0.8674180992539734,0.115284659250257,0.9559991041502556,0.104765385091299
440.0,23,4,0,0,2,0.8531462860849821,0.1172131926622944,0.9513239760563796,0.1053311945263442
460.0,23,4,0,0,2,0.8433344145313006,0.1185769230769231,0.9466287777292024,0.1059070957676737
480.0,23,4,0,0,2,0.828657152124554,0.1206771699774929,0.9417132933290084,0.1065225155264162
10.0,23,4,0,0,4,0.998069498069498,0.1001934235976789,0.998069498069498,0.1001934235976789
20.0,23,4,0,0,4,0.998069498069498,0.1001934235976789,0.998069498069498,0.1001934235976789
30.0,23,4,0,0,4,0.996138996138996,0.1003875968992248,0.9974259974259976,0.1002581480315275
40.0,23,4,0,0,4,0.9917514917514918,0.1008317112015572,0.996007371007371,0.1004015388240349
50.0,23,4,0,0,4,0.9886802386802388,0.101144936540339,0.9945419445419448,0.1005502183672957
60.0,23,4,0,0,4,0.9862232362232364,0.1013969214342913,0.9931554931554932,0.1006913355451283
70.0,23,4,0,0,4,0.9856089856089856,0.1014601139601139,0.9920774206488492,0.1008011610329834
80.0,23,4,0,0,4,0.979027729027729,0.1021421529084879,0.9904462091962092,0.1009687850174215
90.0,23,4,0,0,4,0.9755177255177256,0.1025096698749662,0.9887874887874888,0.1011399944460376
100.0,23,4,0,0,4,0.9698139698139698,0.1031125588128845,0.9868901368901368,0.1013372508827223
110.0,23,4,0,0,4,0.9682344682344682,0.1032807685336233,0.9851941670123489,0.1015139343055314
120.0,23,4,0,0,4,0.9702527202527202,0.1030659310843809,0.9839490464490463,0.1016432673704356
130.0,23,4,0,0,4,0.9622674622674624,0.1039212110158672,0.9822812322812324,0.1018184938046995
140.0,23,4,0,0,4,0.96007371007371,0.1041586692258477,0.9806949806949808,0.1019856491919244
150.0,23,4,0,0,4,0.9582309582309584,0.1043589743589743,0.9791973791973791,0.1021438708697277
160.0,23,4,0,0,4,0.9543699543699544,0.1047811695476278,0.9776456651456652,0.1023087020370965
170.0,23,4,0,0,4,0.944980694980695,0.1058222676200204,0.9757241963124316,0.1025153823655038
180.0,23,4,0,0,4,0.9384871884871884,0.1065544647031323,0.9736554736554736,0.1027397758287054
190.0,23,4,0,0,4,0.932081432081432,0.1072867633214084,0.9714673662042084,0.1029790909599003
200.0,23,4,0,0,4,0.9255001755001756,0.1080496823741348,0.9691690066690066,0.103232620530612
210.0,23,4,0,0,4,0.921990171990172,0.1084610259826782,0.966922395493824,0.1034815922188056
220.0,23,4,0,0,4,0.9108459108459108,0.1097880539499036,0.9643734643734644,0.1037682495702192
230.0,23,4,0,0,4,0.906019656019656,0.1103728813559322,0.9618363422711248,0.1040554074739458
240.0,23,4,0,0,4,0.8998771498771498,0.1111262798634812,0.9592547092547092,0.1043500271568431
250.0,23,4,0,0,4,0.8926816426816426,0.1120220190700875,0.9565917865917868,0.1046569068333729
260.0,23,4,0,0,4,0.8859248859248859,0.1128763866877971,0.953873828873829,0.1049730406739277
270.0,23,4,0,0,4,0.8790803790803791,0.1137552405669794,0.9511037011037012,0.1052983073366333
280.0,23,4,0,0,4,0.8739908739908739,0.1144176706827309,0.9483496715639572,0.1056239988847082
290.0,23,4,0,0,4,0.8668831168831169,0.1153558052434457,0.9455404800232386,0.1059595784143198
300.0,23,4,0,0,4,0.8616181116181116,0.1160606986454832,0.9427430677430678,0.1062962824220253
310.0,23,4,0,0,4,0.8492453492453492,0.1177516015705724,0.9397270123076574,0.106665808846172
320.0,23,4,0,0,4,0.8374868374868375,0.1194048616932103,0.9365320068445068,0.1070639042476419
330.0,23,4,0,0,4,0.8237100737100738,0.1214019388516032,0.9331131603858878,0.1074983901447316
340.0,23,4,0,0,4,0.8101088101088101,0.1234402079722703,0.9294953853777383,0.1079672671396593
350.0,23,4,0,0,4,0.7972972972972973,0.1254237288135593,0.9257182971468686,0.108466023187485
360.0,23,4,0,0,4,0.7836960336960337,0.1276004926659948,0.9217732342732342,0.1089975362285547
370.0,23,4,0,0,4,0.7691295191295191,0.1300171135196805,0.9176477284585391,0.1095656329120986
380.0,23,4,0,0,4,0.7517550017550018,0.1330220613983891,0.9132821303873936,0.1101829073459484
390.0,23,4,0,0,4,0.7400842400842401,0.1351197533791795,0.9088411588411588,0.1108223136544928
400.0,23,4,0,0,4,0.727974727974728,0.1373674059787849,0.904319498069498,0.1114859409626001
410.0,23,4,0,0,4,0.713934713934714,0.1400688298918387,0.8996759667491374,0.1121830845950205
420.0,23,4,0,0,4,0.6994559494559495,0.1429682599422908,0.8949088234802521,0.1129160649604317
430.0,23,4,0,0,4,0.6847139347139347,0.1460463924131744,0.8900205702531284,0.1136865376918909
440.0,23,4,0,0,4,0.6783081783081784,0.1474256144890038,0.8852089249816523,0.1144533348918252
450.0,23,4,0,0,4,0.6656721656721657,0.1502240970208278,0.8803303303303303,0.1152482407169142
460.0,23,4,0,0,4,0.6543524043524044,0.1528228510124715,0.8754177667221146,0.1160650800711654
470.0,23,4,0,0,4,0.6412776412776413,0.1559386973180076,0.8704360619254237,0.1169134549062046
480.0,23,4,0,0,4,0.6328536328536328,0.158014420410427,0.8654864279864279,0.1177697250208759
490.0,23,4,0,0,4,0.6236398736398736,0.1603489517377234,0.8605507840201718,0.1186386888314238
0.0,23,4,0,0,6,0.9990476190476192,0.100095328884652,0.9990476190476192,0.100095328884652
10.0,23,4,0,0,6,0.9962014326025612,0.1003813051530667,0.9976245258250902,0.1002383170188594
20.0,23,4,0,0,6,0.9901021080368908,0.1009996839601457,0.9951170532290238,0.1004921059992881
30.0,23,4,0,0,6,0.9856305292362456,0.101457896274265,0.9927454222308292,0.1007335535680324
40.0,23,4,0,0,6,0.9823012369247902,0.1018017653251275,0.9906565851696214,0.1009471959194514
50.0,23,4,0,0,6,0.9757169005491152,0.1024887443721861,0.9881666377328704,0.1012041206615738
60.0,23,4,0,0,6,0.9671259842519684,0.1033991451251781,0.9851608300927416,0.1015176955849459
70.0,23,4,0,0,6,0.9597078308136572,0.1041983787036709,0.981979205182856,0.1018527809747865
80.0,23,4,0,0,6,0.9555392111795532,0.1046529528354532,0.979041428071378,0.1021639111815272
90.0,23,4,0,0,6,0.9461703650680028,0.105689211681041,0.9757543217710404,0.1025164412314786
100.0,23,4,0,0,6,0.9369899785254115,0.106724727363013,0.9722302905668924,0.1028990126979818
110.0,23,4,0,0,6,0.928789083200848,0.1076670708223379,0.9686101899530554,0.1032963508750114
120.0,23,4,0,0,6,0.9219251137465504,0.1084686798406181,0.9650190302448626,0.1036942223339042
